id,text,label
1130,Ida padam ennum ethinu year kalichu varumkungam theringa nala irikum,Offensive_Untargetede
1131,Best trailer I have ever seen,Not_offensive
1132,1:29...Sarkar. Ennana theriyela ellam padathalayum villain thookiye aavanuma?,Not_offensive
1133,Trailer Vera level guys. Music adichikavae mudiyala 🤘🤘,Not_offensive
1134,Thala semaya irukinga... Last scene dialogue superb.... Music Yuvan rocking......,Not_offensive
1135,1 MILLION in 2 1/2 hrs,Not_offensive
1136,Ultimatestar ajith valka ultimatestar ajith valka ultimatestar ajith valka ultimatestar ajith valka,Not_offensive
1137,Aiyo aiyo no words ...poda poda karthicku ennada panirka ..onnala onnum pana mudiyathu da ....,Offensive_Untargetede
1138,நாடார் சமுதாயம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்...,Not_offensive
1139,samme sammme samme vijay anna pakkka masssssss im waiting the movie,Not_offensive
1140,Vera level na ithu than ya....ayan padam. And Aarambam padam rendum kalanthu paatha maathiri irukku teaser......Once again KV anand nailed it......waiting to see this movie in big screen....surya you beauty,Not_offensive
1141,பெண் பிள்ளைகள் பெற்ற அனைத்து அப்பாகளின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Not_offensive
1142,Thevidiya Ajith fans kadharal autolike da nu,Offensive_Targeted_Insult_Group
1143,Ippadi neraya neraya neraya neraya  Thala v lv u,Not_offensive
1144,Mass of massa Tamil cinima to Hollywood level Vara level Shankar rajinikhanth tamilandaaaa,Not_offensive
1145,"சாகோ, இன்னும் வீரியமாக இருந்தால் நன்றாக இருக்கும். ஆனால் இதுவே வெறித்தனமான ஒன்றுதான். கதறுங்கடே",Offensive_Untargetede
1146,போற போக்க பாத்தா நேர்கொண்ட பார்வைய இது தூக்கி சாப்டுறும் போல ....,Offensive_Targeted_Insult_Group
1147,Intha comment parkum pothu nandragavae theriuthu tamilnadu la irukura athana samugamum nadaga kathalai ethirukirargal execept katapanchayathu viduthalai sirutha katchi thiruma group.,Not_offensive
1148,Chei ivala oru azhu punda ollal punda,Offensive_Untargetede
1149,யாதவர் சமுதாயம் சார்பாக இப்படம் மாபெரும் வெற்றி பெற்று இந்த நாடக காதல் கும்பலின் முகத்திரையை கிழித்தெறிய எல்லாம் வல்ல இறைவன் பகவான் ஸ்ரீ கிருஷ்ணர் அருள் புரிய வேண்டுகிறேன்...,Not_offensive
1150,"உங்கள் உள்ளுணர்வு பின்பற்றுங்கள் உள்ளுணர்வு தான் உங்களுக்கு சரியான வாழ்க்கைத் துணையை தேர்ந்தெடுக்க வழிவகை செய்யும்.  பொருத்தமான இருவருக்கு நடுவே உண்மையான காதலோடு, அந்த உணர்வோடு அமைந்தால் தான் அந்த வாழ்க்கை சிறப்பாக இருக்கும்.  இதுபோன்ற விழிப்புணர்வு படங்கள் பத்தாது. அவர்கள் அவரவர் வாழ்க்கையை பற்றிய சுய அறிவை வளர்த்துக் கொள்ளுங்கள்.",Not_offensive
1151,Rajini sir Vera Vera level...,Not_offensive
1152,Antha trailer la itha notice panengala mersaluku seema laugh but viswasam Thuku just small laugh,Offensive_Untargetede
1153,I am Vijay fan but thala love you I am waiting thala next 60um balls pannunga .Yuvan sirvmasss,Not_offensive
1154,Final la rajini ya vachi senjitanga,Offensive_Targeted_Insult_Individual
1155,Nallarke yaa padam....promotion la vera level la panranga namma trackers laam,Not_offensive
1156,0:39🥺🥺 tha yara avan..... headphones Oda Oru nimisham bayanthuten,Offensive_Untargetede
1157,Marana mass..... Thalaivar Pakka mass.... I'm waiting...,Not_offensive
1158,Super Anna  maku kavalasindi iedhaa,Not_offensive
1159,Inniku tha indha padatha pathi peasumnum adhukulla traileru,Not_offensive
1160,எனக்கு தெரிஞ்சு கண்ணான கண்ணே song scene  Climax a இருக்கும்ன்னு நெனெனகிரென்,Not_offensive
1161,Petta vs Visuvasam  Irandu padamum Vetri vizha kondaada  Thalapathy Thampingalin vaalthukal,Not_offensive
1162,Chiyaan ku all the best..but trailor semma mokkkaa..,Offensive_Targeted_Insult_Individual
1163,yenda ungalukkellam vera illlayya... summa masuuu therinnnu vengayam.... paya pulllaganla padikka vayungada... nalla padigada... velaiyya parungada.... likkkuuu punnnakkku..,Offensive_Untargetede
1164,Ithu than kaadhal true 90s kids feeling,Not_offensive
1165,Ravi Anna I like very much,Not_offensive
1166,Har bar alag look yr ohsame only one man Vikram,not-Tamil
1167,Siva va Rombha scene ah illama iruntha nalla irukkum,Offensive_Targeted_Insult_Individual
1168,varlam  varlam  va BAIRAVA,Not_offensive
1169,indha ponugala first olunga irukka sollunga,Not_offensive
1170,thats thalaivar walk +gvp bgm  yedutu vaingada national awarda 🤩,Not_offensive
1171,Irukku..... Intha year Sema treat irukuu......,Not_offensive
1172,216k ohhh thalapathy allu allunu alludhu,Not_offensive
1173,Ada da arumaiyana message irukum pola padaththula....,Not_offensive
1174,படம் வெற்றி அடைய மனதார வாழ்த்துகிறேன்.... வன்னிய குல சத்ரியன்.,Not_offensive
1175,Theri mass movie wait panravangalam like panuga,Not_offensive
1176,Aalaporaan la andha pakkam odu..thala is here,Not_offensive
1177,Aduthu ranjith padam varum Apo pathukkalam,Not_offensive
1178,Ennada thalapathy vanthachu thala varalaye nu paatha.....rendu perum vanthutanga,Offensive_Untargetede
1179,இந்த படம் growd funding மூலமாக மக்களிடம் பணம் வசூல் செய்து எடுக்கப்பட்டது... படக்குழுவினரின் நோக்கம் படம் வெற்றியடைய வேண்டும் என்பதல்ல அனைவரும் இந்த படத்தை பார்க்க வேண்டும் என்பது மட்டுமே...  தியேட்டர் போய் பார்க்க இயலாதவர்கள் Internet ல் download செய்து பார்க்கலாம்... முடிந்தளவு தியேட்டரில் பார்க்க முயற்சி செய்வோம்...,Not_offensive
1180,Anga anga chotta beam vanthutu ponalum overall sirappu,Not_offensive
1181,Thiruvallur mavattam sarbaga vetri pera vazhthukkal...,Not_offensive
1182,Iruku oru tharamaana sambavam inne iruku,Not_offensive
1183,Ha ha verithanam thalaivaaaaa verithanamaaana w8ing.....,Not_offensive
1184,yaarukum adangaatha thirunelveli thala gurups oru like podunga,Not_offensive
1185,Thala thala thala va aaaaaa vaaaaa thala..Love youuuuu so much Thalaaaaaaaaaaaaaaaaaaaaaaaaaaa,Not_offensive
1186,"Jeyam = ungalukku theriya vaaipila sir 16 varusathuku munnadi enakum avalukum nadatha metter  🤣Baby = matteraa? ena matter angle Kajal = Naa thaan munadinu Ninachen, semma fun naa irukum pola i'm coming theater",Not_offensive
1187,Came here after Dir Shankar's Post,Not_offensive
1188,499K likes 1K left for 500K likes,Not_offensive
1189,bro best 4k tv 43  inch la entha tv vankalam bro,Not_offensive
1190,Endaa 41K dislikes? Semma trailer ! -Telugu Fans,Not_offensive
1191,Oruthar mela viswasam katradhunaala Innoruthara ya asingam paduthringa Hadsoff thala,Not_offensive
1192,899 views to 14 million views varlaam varlaam vaa bairavaa,Not_offensive
1193,Pubg gun G36C hai pubg lover like kro,not-Tamil
1194,Raniji arasial. Idhu 96 semma bro,Not_offensive
1195,Omg! Kangana ko nehi pehchan ja raha hai! Woh! 250cro pakka.,not-Tamil
1196,Tharamana sambavatha inimey than pakka pora,Offensive_Untargetede
1197,செட் ஆகல காமெடி யா இருக்கு,Offensive_Targeted_Insult_Individual
1198,ippo trailer parkura angaali pangaali ellaam oru like podunga,Not_offensive
1199,Bigil marana waiting panuravanga like panunga,Not_offensive
1200,Thalaaaaaa veraaa lvl vera lvl vera lvlll,Not_offensive
1201,Pink movie  .ajith sir version !!!!,Not_offensive
1202,Anna looks vera level and dialouges,Not_offensive
1203,Potta Ajith aamai 9 ali utter flop confirm,Offensive_Targeted_Insult_Individual
1204,Indha pongalukku Ennapannaporom? kaali kuda  sweet  sapdaporom,Not_offensive
1205,entha naiku nadakakuda mudiyathu periya buildup,Offensive_Targeted_Insult_Individual
1206,Z.suthamalli vanniyar sarpaga vaazhthukkal... Vanniyar mani. T,Not_offensive
1207,Ovvoruthanuku Ovvonu Mela paithiyamahna SuriyaRasigaiku Suriya Mela paithiyammm #CrazeOnSuriyaAnna,Not_offensive
1208,thalaiva theriiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii i love u vijay,Not_offensive
1209,படம் sema kik ko kik trailer,not-Tamil
1210,5 HRS 4.1M views. Thalaivaa Semma mass,Not_offensive
1211,Trailer parthu அரசியல்ல edupau vanthathu yarukku,Offensive_Untargetede
1212,Youtupe தெரிக்க விட்டாச்சி..... 30 நிமிடம் 100 k LIKE....,Not_offensive
1213,Yanakku nadikka teriyadu Stalin ku nadhipunave yennanu teriyadu,Not_offensive
1214,Thalaivaa Mass.  Thalaivaa Seeman Jatti poduvaana Ilaiyanu teriyalaiyeh ?,Offensive_Untargetede
1215,வெறித்தனமான டிரெய்லர் வசனம் வேற லெவல். ஒவ்வொரு அப்பன் அண்ணன் குடும்பத்தின் வலி திரௌபதி வெற்றியடைய மனமார்ந்த வாழ்த்துக்கள்,Not_offensive
1216,Petta k but visuvasam trailer is  still not release,Not_offensive
1217,Teaser Marana Masss ah Iruku Thalaiva....Dec 16th kaga waiting....,Not_offensive
1218,தெறி பைரவா ஒரு கோடி பார்வை  சாதனை  இந்த ஆண்டு  மகிழச்சி,Not_offensive
1219,Tirunelveli yadavar sarpaga movie vetri pera valthukal.nice trailer.,Not_offensive
1220,1:08 la VERITHANAM Irukkunu Solluravanunga Hit LIKE,Not_offensive
1221,"без пизды, фильм огонь получится !!!!!",not-Tamil
1222,SIMPLE DHAA PAATHU VANDHAVANGA. MAPLA PODU ORU LIKE,Not_offensive
1223,Dai indha rajini ah dhaan da pala varshama naanga kekrom,Offensive_Targeted_Insult_Individual
1224,Vera level  super   penngal  usar 100 days ku odum worh hu,Not_offensive
1225,Ada karumam puduchavanungala PINK padatha ennada panni vechurukinga,Offensive_Untargetede
1226,Enna pandey news channel la velai illanu nadika vanduthiya...,Offensive_Untargetede
1227,1:13 reminds me rakta charitra 2,Not_offensive
1228,Last dialoge thala fans ungalukkuta Iam Vijay fan trailer super,Not_offensive
1229,1 hr la 400 k+ like,Not_offensive
1230,No Doubt Kanga Shandar Actress H. Per Ye Jay Lalita Kam Aur Doremon Ka Jiyan Jyada Lag Rahi H.....,not-Tamil
1231,Intha flim vilupuram district name ah payanpaduthi eduthathuku dharmapuri name ah payanpaduthi eduthurukalaam innum nallarukum real story apadikirathuku,Not_offensive
1232,Vijay semma mass da nee oru pida,Not_offensive
1233,Sirapana tharamana sambavangala eni metha pakka poraa......1:24,Not_offensive
1234,Ethukku da antha Varun ku sambanthame illama oru getup kudukarenga producer na ithellam nanga pakkanuma so waste,Offensive_Targeted_Insult_Group
1235,Trailer itna mst hai to movie kitna gjb hoga yaar,not-Tamil
1236,Petta pongalukku sey um vasul Vetta,Not_offensive
1237,Thiruvannamalai mavattam yadavargal sarpagaaa valthukal....ithu kathai illai varalaru....,Not_offensive
1238,Yaru padam vanthalum varadum thanush Anna padam vanthale tamil nade miratdum by thanush veriyan,Not_offensive
1239,Suriya naa.... ni matum Dan mass,Not_offensive
1240,Idhu oru two days munadi soliirikakoodadha likes inneram evaloo vanthirikkum,Offensive_Untargetede
1241,ULAGA SUPER STAR THALAPATHY FANS WISHES SURYA,Not_offensive
1242,God of bgm Yuvan mass Yuvan gethu  Yuvan bhaktargal hit like,Not_offensive
1243,Echa vijay fans'ku serupadi tandaar enga thala(different role),Offensive_Untargetede
1244,NGK BGM vera level thattikka mudiyathu. Vera level...,Not_offensive
1245,Aiyo thala fans like ah podunga d!!,Not_offensive
1246,முத்தரையர் இன மக்கள் சார்பாக வாழ்த்துகள்.. பெண் பிள்ளைகளை பெற்றவர்வகள் அனைவரும் பார்க்க வேண்டிய படம்.. இது போன்ற படங்கள் வரவேக்க ஒன்று.. படகுழுவினர்க்கு வாழ்த்துகள் பல கோடி..,Not_offensive
1247,ரொம்ப பிரமாதம் இல்லை பார்க்கலாம் நினைக்கிறேன் அரசியல்ல வைத்து செஞ்சிருப்பாங்க படத்துக்கு இல்லாட்டியும் சூர்யா இருக்க பார்க்கலாம்,Offensive_Targeted_Insult_Group
1248,vadachennai teaser likes ah overtake paniruchu,Not_offensive
1249,JAY RAM RAVI BEST ACTOR IN INDIA  ANY RXTRA movie N amazing,Not_offensive
1250,SEMMMAA Karthi Anna Kalakkal MASSS,Not_offensive
1251,saakabothu sandapottu saganum that mean ethavathu nallathu senchittu saganum.. i like dialogue!,Offensive_Untargetede
1252,singam again and again...  w8Ing unlimitted....,Offensive_Targeted_Insult_Individual
1253,ராணிப்பேட்டை மாவட்ட வன்னியர்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்,Not_offensive
1254,Dislike panavan oruthanuku poruthuruka maatan poogada ****************,Offensive_Untargetede
1255,Naan yaaru ennurudha eppavume naan mudivupanuruthilla... En edhurula  nigakaravanga thaan mudivupanuvanga... Naan avangalluku naanban-ah illa  ethiri-ah.,Not_offensive
1256,"Thala acting Vera level, music, dialogues and Trailer Vera levanu soldravanga yaru Thala rasigarkale  Enudaya Sagodhargale,,,,,,,,",Not_offensive
1257,இந்தப் படத்தின் மூலமாக தலைவருடைய மார்க்கெட் மிகவும் உயரும் என்பதில் மாற்றமில்லை!!,Not_offensive
1258,Best makeup (getup) for rajini after Shivaji film!!,Not_offensive
1259,We want iron man old dubbing voice,Not_offensive
1260,Ramya krishnan suits better than this kanghana,Offensive_Targeted_Insult_Individual
1261,Evan da unlike pottadu inda trailer ku,Offensive_Untargetede
1262,Bgm Vera leavel  தலா marana wetting,Offensive_Untargetede
1263,"Bhairavaa than mass,thalapathi vijay Anna super star",Not_offensive
1264,Padam vera level climax marana mass,Not_offensive
1265,Asuran second part veynum nu solranvnga like pannuga,Not_offensive
1266,சகிழிய புண்டைகள் மற்றும்  பா. இரஞ்சித்த வந்து இந்த பட டைரக்டர்'கு  உம்பூ'க.   டா #Sc Thayols,Offensive_Targeted_Insult_Group
1267,padam semma mass ah eruka pokuthu Oru punithamana kadhala nadagama nadathiya naigaluku eni appu Tha,Not_offensive
1268,Ebbbaaah Tamil naattula ivlo jaathi irukka? Rip Tamil Nadu. Rip next generation.,Not_offensive
1269,Hi sonna song fans remember 90's life,Not_offensive
1270,Pakkarathuku munnadi like pannavanga hit like,Not_offensive
1271,Love ajith from andhra pradesh  &  karnataka,Not_offensive
1272,1 million views likes kodu varum thala fans support nkp trailer,Not_offensive
1273,Dey enaku viswasam scene sirichathu kuda enaku siripu varala.. 1:22 scene ah paatha udane loudly ah sirichiten da ..ennada pani vachirukeenga,Offensive_Targeted_Insult_Group
1274,Waiting for kaapaan just bcoz selvaragavan movies r overrated or just avg movies  KV anand - Suriya,Not_offensive
1275,#1 trending Nerkonda paarvai. Sahoo #2..,Not_offensive
1276,Saravediiiiiiiiiiiii... NGK NGK NGK NGK NGK.....,Not_offensive
1277,petta paraak last black shirt theriii thalaivaaa,Not_offensive
1278,"குருமா,  ரஞ்சித் பார்த்து கதறுங்க டா",Offensive_Targeted_Insult_Group
1279,Feels like inspired from #BhaveshJoshi movie,Not_offensive
1280,Tatarata tatat eyya ooua  chiyan..... Chiyan fans hit like.....,Not_offensive
1281,Any one after kaappan  like here,Not_offensive
1282,waiting for 10M views n above 100K within in 7 days *Durai Singam Serum engu vaada vaada vaada vaada,Not_offensive
1283,Harish s back..... Yevanda ivan song madri idula onu irukanum bri,Not_offensive
1284,தளபதி விஜய் ரசிகர்கள் சார்பாக வாழ்த்துகள்  மிக அருமையான படமாக அமையும் ... மருது படம் போல்,Not_offensive
1285,Thalaivaaaaaaaaaaa   Alludhu style.u...Maassss......   Vaera evanavadhu irundhaa Apadiyae vodi poiduu..   Rajinified,Offensive_Untargetede
1286,வணக்கம் டா மாப்ள பொள்ளாச்சி பக்கம் ஆனைமலையிலிருந்து இந்த காவியம் வெற்றிபெற வாழ்த்துக்கள்,Not_offensive
1287,Jayam ravi : 16 varsham munnaadi nanum unga wife um oru matter uu  Kajal : mater aa naadhan first nu nenachen,Not_offensive
1288,Indha vels film producer alumbu thaanga mudila pa.....ella padathulaiyum avan thangachi paiyan ah nadikka vittudaraan🤣🤣🤣,Not_offensive
1289,Karthi sir u r made  Thank u  Super star change illa semma style marna mass nadippu,Not_offensive
1290,varalam varalam vaa varala va bairavaa,Not_offensive
1291,பெண்கள் மட்டும் பார்க்கவும்  8:40 நிமிடத்தில் இருந்து பார்க்கவும் புரியும்,Not_offensive
1292,*Frienduna facebookla like kodukaravanu nenachiya...life eh kodukanunda.... Enakkum vandu vaachirukunga..* 🤨,Not_offensive
1293,Teaser mokkaya irukunu solravanga mattum like pannunga,Offensive_Untargetede
1294,Who are all waiting veritthanamaa?hit like...Tmrw mrng kadavul dharisanam,Not_offensive
1295,நாடக காதல் கும்பலை கருவருக்க வேண்டும். திரெளபதி படம் வெற்றி பெற  பாமக சார்பாக வாழ்த்துக்கள்,Not_offensive
1296,700k plus likes pure mass and class,Not_offensive
1297,பொள்ளாச்சிகாரங்கள தவிர்து பாருவேனாலும் கருத்து சொல்லுங்கே  கமன்ட்ல முக்கால்வாசி அவனுங்கதான் கருத்து சொல்லிட்டு இருகானுகே...நொங்கு சார்பாக.அப்படினு,Offensive_Targeted_Insult_Group
1298,Ennaku enamo..... VJS intha padathula... Alaga irrukura maathiri irruku........,Not_offensive
1299,Oh vani bhojan guest appearance.  .uh lol,Not_offensive
1300,Evan ellam dislike pannano avan manishan illa,Offensive_Untargetede
1301,Jothika dawvjs daw Aravind Samy daw🤘STR dawArun vj daw🤙Mani Ratnam dawkadaiciya...... ARR DAWWWWWWW!!!!!! 🤘🤙🤘,Not_offensive
1302,Suriya Anna verea levelaaaa bhairava record polichu koduthuu Suriya Annan,Offensive_Targeted_Insult_Individual
1303,"Colour tone semmaya iruku,cinematography vera level..",Not_offensive
1304,Kangana ka face madumakhi ke chatte me aa gaya kya,not-Tamil
1305,Ivarada mutha tamil cinema kondadanum!!!!! Inga vilambaram panravanuku than maithipu!!!!,Not_offensive
1306,Fdfs porathuku munadi litae ah veri ethikirom thalivaaa,Not_offensive
1307,Othaaaa vera level karthi anna i am waiting na,Not_offensive
1308,Intha movie SK kku valvil mikavum  peria thiruppu munaya amayum,Not_offensive
1309,நாயக்கர்கள் சார்பாக இந்த படம் வெற்றி அடைய மனமார்ந்த வாழ்த்துக்கள். ..,Not_offensive
1310,Underrated Actor But Avaruku Time amaiyala,Not_offensive
1311,Ellam avan seyal padam maadhiriye irke   #Vandumurugan,Not_offensive
1312,Padam mass ah irruka poguthu..! Vj mass.!,Not_offensive
1313,ஆடி அடங்கும் வாழ்க்கையடா ஆறடி நிலமே சொந்தம்மடா....,Not_offensive
1314,Mukkulathor thevar samugam sarbaga padam vetri Pera valthukal,Not_offensive
1315,"Superb dialogue, en appa military da koli vilayadava solli kodupan... Chance cae illa... Sila seen la mounam peasiyathey Surya maathiriyae iruku look.. super that too. Kaathirupom....",Offensive_Targeted_Insult_Group
1316,"மூ௧்குலத்தோர் (மறவர், கள்ளர், அகமுடையார்) சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்",Not_offensive
1317,"டேய் கிலட்டு தேவிடியா அஜித் பசங்களா, நீங்க என்ன டா சொல்றது,   எங்க தளபதியோட நண்பன் சூர்யா'வோட சிங்கம் 3 வெற்றி பெற வாழ்த்துகிறோம்டா !!",Offensive_Targeted_Insult_Group
1318,#THALA luks lyk a #LION.hit lyk if u agree,Not_offensive
1319,Jiva na kuda unna ennomo periya veeran nenaichen enna da posukunu poita kadaisiya eppa hit padam kudutha napaham iruka,Not_offensive
1320,Sam cs bgm vere level ...,Not_offensive
1321,samma Thala 24 enga nal therikka viduroe,Not_offensive
1322,வீர வன்னிய குல சத்திரிய வம்சத்தின் போர்வாள் மீண்டும் எழுச்சி பெற்று விட்டது,Not_offensive
1323,"Aiyo simran evlo cute, Thalaivar pakka mass! Enaku ipave pakanum pola iruke",Not_offensive
1324,Onayum  Attukuttiyum movie fans      like here,Not_offensive
1325,suriya: naan kola passiyila irruken audience: annanuku oru uthaapam,Not_offensive
1326,Mukkulathor mardhupandiyar sangam vazhthukal nalla film,Not_offensive
1327,யாருக்கோ விபூதி அடீக்கிறாங்க போல.. வாழ்த்துக்கள் இயக்குநரே,Offensive_Targeted_Insult_Group
1328,"Dai thevudiya pundai director and jayam Ravi paradesi, 1996 la politics ku avaru varen nu sonnara, rajiniah epdi vennalum kindal pannalam edhuvum sollamattaru nu kozhai pindaihala, kandippa flop thanda, rajiniah seendunavan evanum nalla irukka mattan...",Offensive_Targeted_Insult_Individual
1329,Graphics sari illa nu solrathukune oru gang suthum parunga,not-Tamil
1330,Vera level Thalaivaaa vijay Fan waiting,Not_offensive
1331,Annan nadipu Vera lvl andha oru kannula pakura scene Vera lvl,Not_offensive
1332,Ithu selvaraghavan film da summa therikkum,Not_offensive
1333,"Whom do you think, will suit like jayalalitha  Nithya menon =like Kangana = comment",Offensive_Targeted_Insult_Group
1334,Dhanush fans oru like potutu ponga,Not_offensive
1335,STR🤩🤩🤩VJS yapo da padatha release pannuvinga?,Offensive_Untargetede
1336,Mani sir  fans like hit,Not_offensive
1337,என் தலைவன் படம் எடுத்தா செமயா தான் இருக்கும்,Not_offensive
1338,Deepavalikku entha moviekku wait pandrega Sanga tamizhan) Kaithi)-----commend Bigil---------like,Not_offensive
1339,Viveg an very poor movie averages super movie averages  like is 16m,Offensive_Targeted_Insult_Group
1340,Indha naattula ovvorutharukkum ovvoru paithyam.. Avanuku indha naattumelaye paithyam,Not_offensive
1341,Padam  erankunathuku aprm director ah pathu oorey sirikum,Not_offensive
1342,Acting la sirikarathu than kastam nu solluvanga ana nee siriche padam full ah nadikara vera level thala ne,Not_offensive
1343,You trailer bore adikudu da paaka pakka  kovam varudu idelam trailer Karunakaran panaradalam comedy a enna,Not_offensive
1344,Makkal selven Vijay Sethupathi kerala fans like hit here,Not_offensive
1345,Rajni sir not tamil star he is south indian super star jai thalaiva jai ntr,Not_offensive
1346,నాకిష్టమైన తమిళ హీరో విజయ్ సేతుపతి సార్ ఫ్యాన్ ఆఫ్ తమిళ్ మూవీ,not-Tamil
1347,Innum 3 days irukk..  10 million aakkalama?? ..  repeat mode on,Not_offensive
1348,Ne yaruda komalai fans hit like @1:42,Not_offensive
1349,இன்னேரம் குறீயிடு குரூப் கிளம்பி என்னென்ன குறீயீடு கணக்கு எடுத்துட்டு இருக்குமே..,Not_offensive
1350,enga thala thaanda eppavume gethu meethi ellaarum vethu,Not_offensive
1351,Intha Like pichai eduthu enna panna poraanunga🤔🤔,Offensive_Untargetede
1352,dislike pottavan mirugam avan mobile vedikkum da,Offensive_Targeted_Insult_Group
1353,Then mavatathula indha padatha release pannungada papom.....,Offensive_Untargetede
1354,1:55 to 2:00 vera level dialouge,Not_offensive
1355,"Trailer le sirike vaikuthu, padam kandipa veré level le irrukum",Offensive_Untargetede
1356,Super semma thalaiva vera level,Not_offensive
1357,Super movie str is hero and I like simbu,Not_offensive
1358,Semma ungal  ulaippu vetripera vaalthukal...,Not_offensive
1359,yarellam vivegam teaser. paathutu intha komali teaser paaka vanthinga?,Offensive_Targeted_Insult_Group
1360,Last bgm kaththi title BGM Maari Iruku,Offensive_Targeted_Insult_Individual
1361,Aiyoo Movie release date sollunga pa  Veri eruthu  Yaarachu movie rls date sollunga,Not_offensive
1362,Seems like Legend is back,Not_offensive
1363,apo patha rajiniya thirupiyum paka vachutaru karthick subburaj sir .. thalaivaaaaaaaaaaaaaaaa,Not_offensive
1364,thala tharisanam kidachuduchu 24. marana waiting,Not_offensive
1365,tz jst ...   verithanam..,Not_offensive
1366,2:06 to 2:10 mass scene !!! \m/,Not_offensive
1367,ena frds enaku like ee podala,Not_offensive
1368,"Why Udhayanithi Stalin? Vera hero kedakilaiya? Semma casting, but dappa hero.",Offensive_Targeted_Insult_Individual
1369,thalaivar varum bodhu mezhuguvarthi anajadha paatheengalaa stand. irattai mezhuguvarthi simonukku tharamaana sambavam,Not_offensive
1370,🤮🤮Asuran movie satupala adichum ivanuga thirdhala🤮🤮,Offensive_Untargetede
1371,செம்ம... அதிலும் நான் அரசியலுக்கு வரது உறுதி... 🤣🤣🤣,Not_offensive
1372,பொள்ளாச்சி சம்பவத்தை காட்டியிருக்கலாம்... ஓ அது சொந்த சாதிக்காரன் பண்ணுணதா,Not_offensive
1373,J.guru ayya vanniya jathi sarbil movie vettri paara vaithukal,Not_offensive
1374,Intha trailera dislike pandravan sathiyama arnakarla thukumattikalam,Offensive_Untargetede
1375,nan arasailyakku varuvathu uruthi... semaiya kalaichutaniga,Not_offensive
1376,Yaaruda panni pandara pandeva laaam nadikka vachadu. Thalaiku munnal pande laaam thoosi,Not_offensive
1377,தமிழன் என்றோர் இனமுன்டு   தனியே அவருக்கோர் குணம் உண்டு  அந்த கூற்று பலித்தது.... பாவம் பாரதிதாசன்...நடப்பதை பார்க்காமல் போய்விட்டான்,Not_offensive
1378,Prabhu deva original voice mari illaye 🤔🤔🤔,Offensive_Targeted_Insult_Individual
1379,V V join pana semya erukum  Vetri maran and vijay,Not_offensive
1380,Vera level yapo movie varum jayamravi awesome,Not_offensive
1381,20 வயது பெண்ணை காதல் திருமணம்  செய்த தப்பு இல்ல  சார் 17 வயது பள்ளிக்கூட மாணவியை  காதலிக்க சொல்லி 32 வயது உடையவன்  வீடு புகுந்து எரித்தானே அது தான் சார் தப்பு     இந்த பெண்  இறந்த போது அப்ப நீங்க பேசல இந்த படம் பேசுது இப்ப,Offensive_Targeted_Insult_Individual
1382,Coimbatore district kurumba makkal sarbaka vetri pera valthukal,Not_offensive
1383,Kadhal azhakanudhu amaricavual vellaium blacum serthathu,Not_offensive
1384,#Big Boss V2kula #Kavina #Kathoda Apunane Avan Thane #Hero #Pradeep Antony🤣🤣🤣,Not_offensive
1385,Paka mass padam 1000 days ultra blockbuster sama work out 🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤜🤛,Not_offensive
1386,இளையராஜா தன்னோட இசையை பயன்படுத்தியதற்கு 96 பட இசை இயக்குனர கொச்சை படுத்துனார். ஆனா இப்ப Beethoven Composition அ BGM போட்டுள்ளார். இது எந்த வகையில் நியாயம்,Offensive_Targeted_Insult_Individual
1387,Trailer naai kundiya nakuna mathiri eruku,Offensive_Targeted_Insult_Group
1388,innaikkulla 500k like vanthurumnu solravanga likes pannunga,Not_offensive
1389,hit or flop Rajini sir always rockzzzzzzzzzzzzzzzzzzzzz. I like him very much. I don't know why,Offensive_Targeted_Insult_Individual
1390,1st dailoge maas.  maas editrar Ruban vetri sir milan bro anirudh bro siva sir and team  maas pakkaa maas,Not_offensive
1391,bairavaa vijay i so yu handsome yu  i wating thalapathala vijay,Not_offensive
1392,But Y.... !!! But Y daa.. !! But Y Udaynidhi,Offensive_Targeted_Insult_Individual
1393,Wig paatha Vijay use pannamari irukku,Not_offensive
1394,Yuvan fans hit like,Not_offensive
1395,Ghibran way to go man,Not_offensive
1396,AyiooThalaiva (Suriya)Vera level  dailogs theriii U1 BGM kalaki irukaru,Not_offensive
1397,I am karthik fan marana waiting for kaithi,Not_offensive
1398,In Vetri Maaran we trust,Not_offensive
1399,comment பக்கம் ஒரு நாடக காதல் குழுவையும் பார்க்க முடில. இந்நேரம் ஜாதி தான் சமூகம் என்றால் வீசும் காற்றில் விஷம் பரவட்டும் னு குமுற ஆரம்பிச்சி இருப்பானுங்க.. அது சரி குற்றம் உள்ள நெஞ்சு குறுகுறுக்க தானே செய்யும்...,Not_offensive
1400,Luv u Suriya sir n Mohanlal sir....,Not_offensive
1401,Viswasam trailer pathutu inka vanthavanka like podunga,Not_offensive
1402,Thalaiva u r great break sarkar record,Not_offensive
